"line","song_lyrics_url","song_name","artist_name"
"We pullin' out the Boost Mobile SIM cards","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Bougie bitches with no extensions","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Hood niggas with bad intentions, the perfect combination","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Before we sparked a conversation","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"We seen three niggas in colors we didn’t like","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Then started interrogatin'","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I never was a gangbanger, I mean","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I never was stranger to the fonk neither, I really doubt it","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Rush a nigga quick and then we laugh about it","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"That’s ironic, 'cause I’ve never been violent","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Until I’m with the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"(Just ridin’, just ridin’)","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Me and the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"(Bullshittin’, actin’ a fool)","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Me and the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"(Trippin’, really trippin’)","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Me and the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"(Just ridin’, just ridin’, just ridin’)","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Braggin' 'bout the episode we just had","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"A shot of Hennessy didn't make me feel that bad","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I'm usually a true firm believer of bad karma","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Consequences from evil will make your past haunt ya","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"We tryna conquer the city with disobedience","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Quick to turn it up, even if we ain't got the CD in","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"But Jeezy still playin'","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"And our attitude is still ""nigga, what is you sayin'?""","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Pull in front of the house","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"That we been campin' out for like two months","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"The sun is goin' down as we take whatever we want","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Aye, aye, nigga, jackpot, nigga, pop the safe!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Aye, nigga, I think there's somebody in this room!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Wait, what?!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nigga, there's somebody in this room!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I hit the back window in search of any Nintendo","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"DVD's, plasma-screen TV's in the trunk","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"We made a right, then made a left, then made a right","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Then made a left, we was just circlin' life","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"My mama called: ""Hello? What you doin'?"" — ""Kickin' it.""","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I shoulda told her I’m probably ‘bout to catch my first offense","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"With the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"But – they made a right, then made a left","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Then made a right, then another right","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"One lucky night with the homies","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"K. Dot, you faded, hood?","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Yeah, we finally got that nigga faded","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I think he hit the wrong blunt though","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Ooh, which one?","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Well, which one he talkin' about?","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I was finna hit the one with the shenanigans in it","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I pray he ain't hit that","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nah, that nigga straight, he ain't hit that one","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Got the shenanigans? Give that nigga the shenanigans!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nigga, I think we should push back to the city, fo' real doe","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nigga, for what?","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"What that nigga— what's that Jeezy song say, nigga?","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"""Last time I checked I was the man on these streets!""","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Yeah, yeah, that shit right there","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I'm tryna be the nigga in the street","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"There he go. Man, you don't even know how the shit go","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Look, here's the plan, luv","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"We gon' use the kickback as a alibi, wait 'til the sun go down, roll out, complete the mission, drop K. Dot off at his mama van, at the park","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"'Cause I know he tryna fuck on Sherane tonight","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"That's what he’s not gon' do","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Then we all gon' meet back at the block at about 10:30","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"That's straight, but we should meet up around 12","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"I'm tryna fuck on somethin' too","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nigga, sit yo' dumb-ass back down!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Nigga, you ain't doin' shit tonight!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Matter of fact, nigga, get in the mothafuckin' car!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"We finna get active!","https://genius.com/Kendrick-lamar-the-art-of-peer-pressure-lyrics","The Art of Peer Pressure","Kendrick Lamar"
"Uh, me and my niggas tryna get it, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hit the house lick: tell me, is you wit' it, ya bish? (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Home invasion was persuasive (was persuasive)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"From nine to five I know it's vacant, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Dreams of livin' life like rappers do (like rappers do)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Back when condom wrappers wasn't cool (they wasn't cool)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"I fucked Sherane and went to tell my bros (tell my bros)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Then Usher Raymond ""Let It Burn"" came on (""Let Burn"" came on)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hot sauce all in our Top Ramen, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Park the car, then we start rhymin', ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"The only thing we had to free our mind (free our mind)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Then freeze that verse when we see dollar signs (see dollar signs)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"You lookin' like a easy come-up, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A silver spoon I know you come from, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And that's a lifestyle that we never knew (we never knew)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Go at a reverend for the revenue","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"It go Halle Berry or hallelujah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Pick your poison, tell me what you doin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Everybody gon' respect the shooter","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"But the one in front of the gun lives forever","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"(The one in front of the gun, forever)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And I been hustlin' all day","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"This-a-way, that-a-way","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Through canals and alleyways, just to say","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Money trees is the perfect place for shade","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And that's just how I feel, nah, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might just fuck your main bitch","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might say fuck them niggas that you came with","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might just make that lane switch","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might turn to a million and we all rich","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Dreams of livin' life like rappers do (like rappers do)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Bump that new E-40 after school (way after school)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"You know, “Big Ballin' With My Homies” (my homies)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Earl Stevens had us thinkin' rational (thinkin' rational)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Back to reality, we poor, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Another casualty at war, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Two bullets in my Uncle Tony head (my Tony head)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"He said one day I'll be on tour, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That Louis Burgers never be the same (won't be the same)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A Louis belt will never ease that pain (won't ease that pain)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"But I'ma purchase when that day is jerkin' (that day is jerkin')","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Pull off at Church's, with Pirellis skirtin' (Pirellis skirtin')","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Gang signs out the window, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hopin' all of 'em offend you, ya bish (ya bish)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"They say your hood is a pot of gold (a pot of gold)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And we gon' crash it when nobody's home","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"It go Halle Berry or hallelujah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Pick your poison, tell me what you doin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Everybody gon' respect the shooter","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"But the one in front of the gun lives forever","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"(The one in front of the gun, forever)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And I been hustlin' all day","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"This-a-way, that-a-way","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Through canals and alleyways, just to say","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Money trees is the perfect place for shade","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And that's just how I feel, nah, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might just fuck your main bitch","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might say fuck them niggas that you came with","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might just make that lane switch","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel, nah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"A dollar might turn to a million and we all rich","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"That's just how I feel","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Be the last one out to get this dough? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Love one of you bucket-headed hoes? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hit the streets, then we break the code? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hit the brakes when they on patrol? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Be the last one out to get this dough? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Love one of you bucket-headed hoes? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hit the streets, then we break the code? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hit the brakes when they on patrol? No way!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Imagine Rock up in them projects","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Where them niggas pick your pockets","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Santa Claus don't miss them stockings","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Liquors spillin', pistols poppin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Bakin' soda YOLA whippin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Ain't no turkey on Thanksgivin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"My homeboy just dome'd a nigga","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"I just hope the Lord forgive him","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Pots with cocaine residue","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Every day I'm hustlin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"What else is a thug to do","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"When you eatin' cheese from the government?","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Gotta provide for my daughter n'em","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Get the fuck up out my way, bish","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Got that drum and I got them bands","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Just like a parade, bish","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Drop that work up in the bushes","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Hope them boys don't see my stash","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"If they do, tell the truth","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"This the last time you might see my ass","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"From the gardens where the grass ain't cut","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Them serpents lurkin', Blood","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Bitches sellin' pussy, niggas sellin' drugs","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"But it's all good","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Broken promises, steal your watch","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And tell you what time it is","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Take your J's and tell you to kick it where a FootLocker is","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"In the streets with a heater under my Dungarees","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Dreams of me gettin' shaded under a money tree","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"It go Halle Berry or hallelujah","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Pick your poison, tell me what you doin'","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Everybody gon' respect the shooter","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"But the one in front of the gun lives forever","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"(The one in front of the gun, forever)","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And I been hustlin' all day","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"This-a-way, that-a-way","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Through canals and alleyways, just to say","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Money trees is the perfect place for shade","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"And that's just how I feel","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"K’s Mom: Kendrick, just bring my car back, man. I called in for another appointment. I figured you weren’t gonna be back here on time anyways. Look, shit, shit, I just wanna get out the house, man. This man is on one, he feelin' good as a motherfucker. Shit, I’m tryna get my thing goin', too. Just bring my car back. Shit, he faded. He feelin' good. Look, listen to him!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"K’s Dad: Girl, girl, I want your body, I want your body, 'cause of that big ol’ fat ass. Girl, girl, I want your body, I want your body, 'cause of that big ol’ fat ass","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"K’s Mom: See, he high as hell. Shit, and he ain’t even trippin' off them damn dominoes anymore. Just bring the car back!","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"K’s Dad: Did somebody say dominoes?","https://genius.com/Kendrick-lamar-money-trees-lyrics","Money Trees","Kendrick Lamar"
"Every second, every minute","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Man, I swear that she can get it","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Say if you a bad bitch, put your hands up high","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Hands up high, hands up high","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Tell 'em dim the lights down right now","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Put me in the mood","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"I'm talkin' about dark room, perfume, go, go","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"I recognize your fragrance","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Hold up, you ain't never gotta say shit","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Uh, and I know your taste is","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"A little bit, hmm, high maintenance","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Uh, everybody else basic","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"You live life on an everyday basis","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"With poetic justice, poetic justice","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"If I told you that a flower bloomed in a dark room","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"Would you trust it?","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"I mean, I write poems in these songs dedicated to you when","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
"You're in the mood for empathy, there's blood in my pen","https://genius.com/Kendrick-lamar-poetic-justice-lyrics","Poetic Justice","Kendrick Lamar"
